timestamp,visitorid,event,itemid,transactionid
1433200421881,396761,view,391728,
1433220763021,989491,view,339157,
1433219169064,992115,view,182099,
1433216679014,996134,view,461180,
1433218895646,375514,view,282354,
1433217033825,1034672,view,301324,
1433217142834,796623,view,43625,
1433219068857,741671,view,295749,
1433217999021,577555,view,211581,
1433219197117,716201,view,453242,
1433215724076,471525,view,434747,
1433215946355,934835,view,286200,
1433214437566,721990,view,250745,
1433213449429,732482,view,91135,
1433214497200,1172082,view,124193,
1433194800861,1397101,view,49347,
1433193912826,1173577,view,255622,
1433192033624,350566,view,238386,
1433201333121,291676,view,392315,
1433199779038,396761,view,391728,
1433199320789,1210904,view,398756,
1433199016142,396761,view,391728,
1433201703012,1316916,view,436195,
1433202002987,1224988,view,37273,
1433201314086,291676,view,1115,
1433221876382,1248311,view,177695,
1433216536247,874763,view,14063,
1433218708030,776534,view,20388,
1433218519428,996134,view,461180,
1433219126476,433211,view,321333,
1433219407877,332242,view,224391,
1433180832290,473698,view,227781,
1433183056006,1386486,view,440248,
1433184255903,229157,view,288173,
1433183902616,577780,view,147595,
1433182905638,130434,view,336482,
1433182883959,130434,view,336482,
1433184046010,767851,view,48615,
1433182043008,987748,view,265273,
1433182026370,286616,view,394595,
1433181869377,198153,view,12765,
1433183097432,1386486,view,440248,
1433140930466,580290,view,197723,
1433139045222,456617,view,253188,
1433178729183,638482,view,104651,
1433179811904,1346478,view,387652,
1433178588975,1037371,view,135479,
1433177394942,322407,view,96883,
1433178639302,1037371,view,135479,
1433178761995,737025,view,374913,
1433179247387,552056,view,379092,
1433212055061,1103294,view,93424,
1433209023308,301846,view,428257,
1433210290994,724274,view,75994,
1433211668021,150651,view,101558,
1433185405621,173858,view,180611,
1433184755275,1345416,view,363210,
1433187511028,346248,view,188368,
1433184505455,350566,view,379092,
1433187851960,998272,view,353655,
1433185940164,950703,view,356304,
1433186090915,820159,view,234142,
1433198450776,15511,view,109616,
1433195262358,592542,view,102147,
1433197232891,19582,view,96883,
1433197640574,643673,view,244723,
1433197091721,1345416,view,363210,
1433198266986,844317,view,286481,
1433170882560,529597,view,58220,
1433168292242,357494,view,29100,
1433170116732,321726,view,202170,
1433170771820,529597,view,58220,
1433170826288,529597,view,58220,
1433165727849,518746,view,388800,
1433164801727,307542,view,380056,
1433169490442,203208,view,225171,
1433170627309,1407006,view,339411,
1433171572750,118053,view,228392,
1433188217649,217773,view,253156,
1433189558214,1093035,view,336393,
1433188445367,1342423,view,346673,
1433188807435,1223171,view,34598,
1433189167781,121688,view,302422,
1433190808723,768035,view,113119,
1433190791341,1185234,view,326743,
1433190534250,1185234,view,114556,
1433203857773,1120840,view,368970,
1433207173846,88841,view,37068,
1433204640926,911093,view,339411,
1433207243481,455557,view,213695,
1433207166123,455557,view,213695,
1433207385610,350566,view,252203,
1433207237762,455557,view,213695,
1433203353271,15511,view,109616,
1433203412352,413553,view,207185,
1433172473065,118053,view,228392,
1433175684409,647928,view,99220,
1433174958500,492757,view,69533,
1433174799231,350566,view,49384,
1433173436769,769892,view,440248,
1433212576391,694179,view,356452,
1433214881513,989491,view,295410,
1433213198011,350692,view,457857,
1433215968212,519385,view,384187,
1433213918689,267567,view,340194,
1433191975942,670707,view,328402,
1433194437864,1397101,view,49347,
1433191888142,1161163,view,6853,
1433192438637,77390,view,340545,
1433194353814,1185234,view,326743,
1433194903406,1210904,view,398756,
1433192010099,155590,view,447964,
1433217934337,577555,view,211581,
1433218367879,1154250,view,120906,
1433218278339,776534,view,20388,
1433218205517,332242,view,224391,
1433220298568,712443,view,458329,
1433219369246,36642,view,313321,
1433216758235,451092,view,196797,
1433219671138,841219,view,44744,
1433217188329,1300130,view,213608,
1433223374267,771571,view,324543,
1433222501643,1076270,view,262799,
1433221353734,314731,view,297634,
1433170228643,614908,view,197146,
1433169914828,30163,view,2861,
1433171773937,118053,view,71637,
1433171824919,380637,view,460553,
1433167457572,957594,view,397765,
1433199488164,15511,view,109616,
1433199855682,84327,view,264774,
1433200189039,286616,view,264774,
1433199334883,269561,view,46413,
1433201429768,84327,view,264774,
1433201625464,84327,view,264774,
1433200261185,527307,view,17607,
1433198962979,84327,view,264774,
1433202804124,527307,view,17607,
1433202617848,858957,view,339070,
1433199581769,593345,view,100195,
1433154982236,183186,view,456079,
1433177747909,322407,view,96883,
1433179488902,878877,view,443589,
1433179189330,552056,view,379092,
1433177795854,820159,view,243880,
1433178346760,1063774,view,312728,
1433208257708,1151812,view,140577,
1433210305174,724274,view,460188,
1433210943310,404571,view,255708,
1433189057654,130734,view,246888,
1433190161296,1063774,view,312728,
1433190050951,121688,view,200793,
1433190560701,77390,view,340545,
1433187955943,313092,view,63935,
1433190552555,77390,view,340545,
1433189972320,121492,view,63212,
1433188744713,897256,view,101948,
1433190545914,1185234,view,326743,
1433190931490,1170247,view,313958,
1433188107602,217773,view,253156,
1433184085868,1109373,view,247483,
1433184253870,823089,view,141549,
1433173188966,1094964,view,286108,
1433174145366,150586,view,414460,
1433172732829,118053,view,228392,
1433175216042,487643,view,29100,
1433196136572,1397101,view,49347,
1433196762001,1309025,view,446522,
1433198321495,291676,view,392315,
1433197510629,997674,view,211020,
1433195381543,455265,view,20740,
1433202947372,38015,view,17607,
1433207017703,764333,view,123676,
1433207085688,455557,view,213695,
1433186939609,1309025,view,446522,
1433186819304,643673,view,149588,
1433185390937,772345,view,336121,
1433186199732,940268,view,379647,
1433186034679,897256,view,329443,
1433186881945,468309,view,103026,
1433300277957,845514,view,214957,
1433301718769,485698,view,425504,
1433302923367,232363,view,460188,
1433299245782,759288,view,454304,
1433300286521,1053036,view,213543,
1433299831086,169835,view,194793,
1433300899269,954261,view,373738,
1433300557305,39743,view,257420,
1433299185001,379058,view,68390,
1433300972649,954261,view,373738,
1433279661331,924600,view,440248,
1433277474710,515618,view,444791,
1433280827502,668282,view,48747,
1433279771868,825321,view,331980,
1433277522626,1357107,view,402099,
1433278420310,962903,view,397841,
1433279387458,960773,view,386930,
1433279165670,668282,view,421029,
1433278731392,769878,view,264521,
1433285915049,213145,view,157705,
1433284872414,37093,view,312728,
1433286617527,118993,view,147836,
1433287473154,30163,view,2861,
1433288995102,1093108,view,158603,
1433286559036,621820,view,32843,
1433276066826,253410,view,63935,
1433274106750,543664,view,214489,
1433275352240,385307,view,184591,
1433276893813,531661,view,95426,
1433273972714,614388,view,197536,
1433277366878,253410,view,300118,
1433274171779,543664,view,214489,
1433308207803,1047905,view,17478,
1433310048782,506678,view,330981,
1433309984195,285091,view,385769,
1433308665447,687642,view,196673,
1433309124661,357494,view,29100,
1433266467804,497080,view,45765,
1433267882782,987404,view,44757,
1433267697518,898023,view,453242,
1433266522474,497080,view,45765,
1433267055024,85734,view,329443,
1433268001790,531661,view,95426,
1433267204568,213145,view,205139,
1433269565181,34604,view,248023,
1433267682131,1313381,view,210975,
1433229350388,659012,view,105430,
1433230652955,781956,view,337734,
1433239329742,130999,view,155922,
1433227264469,724732,view,8316,
1433227241430,724732,view,286739,
1433226009035,256647,view,255178,
1433262603835,781038,view,146448,
1433264513018,163561,view,358598,
1433263298402,732249,view,242548,
1433265468565,926052,view,17607,
1433262473563,1314721,view,282466,
1433265418383,303877,view,77612,
1433264851971,163561,view,8611,
1433262447735,12381,view,56186,
1433295601372,1240448,view,356304,
1433297987675,518218,view,108457,
1433296911969,747157,view,300281,
1433297850795,465836,view,361347,
1433256333247,871808,view,139978,
1433253292496,1086719,view,440248,
1433256426287,856874,view,242988,
1433255082158,35190,view,381386,
1433256948139,321726,view,202170,
1433281484878,1172198,view,414460,
1433284395837,1209887,view,279417,
1433281173349,1171984,view,308334,
1433284682626,317065,view,93914,
1433281707405,531661,view,264774,
1433282899824,328629,view,388329,
1433283486552,975313,view,215774,
1433281241212,417915,view,161736,
1433282226975,825321,view,54008,
1433289982968,616321,view,156362,
1433290698649,15511,view,109616,
1433293624527,1054424,view,379092,
1433292730079,437219,view,113330,
1433290609912,138131,view,105334,
1433305672373,1041586,view,152838,
1433304753698,810120,view,212767,
1433304551453,569755,view,307695,
1433305386333,485698,view,425504,
1433273398889,468309,view,168318,
1433272848176,601730,view,336393,
1433273561234,527307,view,242988,
1433272580577,849863,view,230620,
1433270981507,808744,view,410415,
1433271086074,657303,view,94468,
1433272177462,849863,view,230620,
1433271107132,1171984,view,308334,
1433272078328,1340142,view,221236,
1433271187242,1248586,view,139401,
1433271904469,397631,view,387652,
1433271718604,84842,view,178050,
1433271551937,615184,view,425260,
1433273521394,963348,view,205274,
1433270245260,286616,view,205139,
1433260546922,825321,view,86369,
1433262283779,256367,view,248679,
1433262126796,1296963,view,150700,
1433300097408,263432,view,261419,
1433301561697,850664,view,442131,
1433302998043,1192897,view,348647,
1433268224507,213145,view,205139,
1433268709094,1364162,view,227781,
1433269221417,707189,view,385254,
1433267809946,614908,view,197146,
1433269763065,585019,view,404416,
1433267943236,213145,view,326743,
1433265505479,1366138,view,71779,
1433266105343,1014492,view,227869,
1433262668416,1290523,view,32843,
1433262770040,1162365,view,213695,
1433264986094,163561,view,255708,
1433308626968,645273,view,282407,
1433310415705,371257,view,309557,
1433309424647,510698,view,392399,
1433308160534,408280,view,194562,
1433307949355,667532,view,9025,
1433307225994,1134171,view,215904,
1433306674171,202428,view,32843,
1433307572114,1134171,view,215904,
1433303753197,363436,view,20671,
1433304252053,571615,view,222695,
1433284896149,37093,view,312728,
1433286057493,138494,view,24059,
1433286570819,1118724,view,321891,
1433285460133,69804,view,428257,
1433285870866,371321,view,357328,
1433287521077,163561,view,428257,
1433285260560,519213,view,331517,
1433287479395,331389,view,255622,
1433286626517,163561,view,219933,
1433227970223,195446,view,47526,
1433229398457,381130,view,32843,
1433242176198,729533,view,211581,
1433225633920,871692,view,17733,
1433233218791,457187,view,344574,
1433252552557,1114358,view,382417,
1433257556243,347952,view,240170,
1433253818388,149854,view,358598,
1433254803031,149854,view,458329,
1433251992551,35190,view,289817,
1433251931707,35190,view,289817,
1433256462751,862770,view,244514,
1433255855917,1210904,view,398756,
1433252262385,313092,view,63935,
1433295483378,1138250,view,406798,
1433296052826,163561,view,451501,
1433294586347,837289,view,12765,
1433271248827,286616,view,205139,
1433272147647,365058,view,93073,
1433270135294,396761,view,391728,
1433270499026,38015,view,90186,
1433271426037,805204,view,105430,
1433270646775,45356,view,228205,
1433283527575,825321,view,151982,
1433283482363,198722,view,496,
1433282205835,825321,view,54008,
1433284463112,1209887,view,279417,
1433283245805,213145,view,185504,
1433282851100,84327,view,257420,
1433284443866,1209887,view,279417,
1433281997062,281146,view,420033,
1433284342436,121322,view,364950,
1433283138069,1251038,view,50534,
1433283201702,1161163,view,271930,
1433282231902,84842,view,366725,
1433284201573,975313,view,271930,
1433283747555,163561,view,54008,
1433282512922,213145,view,408747,
1433282066758,84327,view,264774,
1433283154310,975313,view,271930,
1433278646589,84842,view,359773,
1433278419157,409324,view,359896,
1433278217600,866207,view,17478,
1433279205452,670892,view,202933,
1433279650729,147370,view,395359,
1433280935690,634656,view,442087,
1433280110464,41623,view,356877,
1433280528911,1138470,view,284654,
1433278607082,151587,view,293737,
1433279242004,327137,view,392399,
1433278977790,213145,view,103952,
1433274606863,614388,view,197536,
1433277007128,1284779,view,210038,
1433275789141,507834,view,20740,
1433274188422,543664,view,217712,
1433277355453,253410,view,300118,
1433276329178,969891,view,310620,
1433275720382,435689,view,279976,
1433276828692,840043,view,303142,
1433291154924,664580,view,108452,
1433291868263,685733,view,252275,
1433293718841,837289,view,12765,
1433290812289,327252,view,8953,
1433293541102,837289,view,12765,
1433293042981,274863,view,413284,
1433290215641,616321,view,156362,
1433289686855,327252,view,8953,
1433259931214,621111,view,395920,
1433259632508,138131,view,326449,
1433261852595,1009602,view,67341,
1433259402683,286616,view,461180,
1433258148551,35190,view,403288,
1433259571121,138131,view,326449,
1433303235191,810120,view,200537,
1433302867656,1192897,view,265273,
1433300823487,954261,view,373738,
1433300198014,390377,view,380056,
1433301748522,1268699,view,227781,
1433300454935,1119403,view,61705,
1433277882815,149279,view,462217,
1433281072287,417915,view,161736,
1433279484217,121914,view,103952,
1433280366177,732482,view,91135,
1433277971832,253410,view,392929,
1433278968597,213145,view,103952,
1433280986333,668282,view,421029,
1433264934646,1083945,view,270478,
1433265554219,1366138,view,71779,
1433266212888,163561,view,362606,
1433264216606,1184289,view,336121,
1433265003307,1102250,view,400829,
1433264784023,1099239,view,452699,
1433264285842,1184289,view,336121,
1433262394855,1009602,view,12765,
1433265517204,486334,view,270582,
1433265064832,163561,view,255708,
1433291235346,664580,view,108452,
1433291372804,85734,view,255708,
1433292990479,776534,view,20388,
1433291205980,758275,view,83319,
1433290948181,548805,view,261011,
1433291199293,1091007,view,12827,
1433289139373,152670,view,452417,
1433288726754,163561,view,234142,
1433288190044,1161163,view,6853,
1433285597246,213145,view,99013,
1433267885202,531661,view,95426,
1433267921224,638482,view,104651,
1433267819926,178381,view,326743,
1433268845403,69936,view,144066,
1433269373897,805204,view,281480,
1433267996290,987404,view,44757,
1433267850372,531661,view,95426,
1433266832262,169835,view,460386,
1433267418400,286616,view,460553,
1433237945070,1086719,view,440248,
1433228699153,1225986,view,196860,
1433232110474,648807,view,286481,
1433246760946,555731,view,270432,
1433246598188,99830,view,329443,
1433245925056,145291,view,115525,
1433226363692,96767,view,20388,
1433226814935,1255377,view,368533,
1433228437924,456680,view,235460,
1433226016339,256647,view,255178,
1433226645780,96767,view,20388,
1433234049640,36294,view,429521,
1433226255519,692908,view,398839,
1433255748241,35190,view,25991,
1433252655966,293475,view,211868,
1433257423156,825321,view,54008,
1433256577369,1335841,view,72597,
1433253848577,149854,view,358598,
1433254030666,35190,view,1909,
1433256519053,1314721,view,398933,
1433249857954,1075763,view,442837,
1433255710628,1210904,view,398756,
1433297580783,1254716,view,32843,
1433294612337,1404435,view,17607,
1433297936054,277883,view,397662,
1433295930912,1332456,view,85218,
1433295787492,1332456,view,85218,
1433298775822,597431,view,348647,
1433295453287,1138250,view,338964,
1433297694182,1254716,view,283816,
1433308726927,9385,view,151982,
1433308013706,328629,view,388329,
1433308964499,1134171,view,215904,
1433284520926,10583,view,378287,
1433283028588,409324,view,315557,
1433284594811,1209887,view,279417,
1433303570799,1354207,view,2836,
1433303783238,303232,view,165724,
1433303781487,84327,view,325384,
1433307327066,1185399,view,415781,
1433276052338,198281,view,86391,
1433277407632,780376,view,440248,
1433275241056,385307,view,184591,
1433274489658,253410,view,201415,
1433276481967,253410,view,72735,
1433275824146,507834,view,20740,
1433273981668,543664,view,267320,
1433275359325,300773,view,424279,
1433275813314,507834,view,20740,
1433275399652,537987,view,220540,
1433273524190,128079,view,196860,
1433271833264,805204,view,105430,
1433273103786,196128,view,321577,
1433272326542,1313381,view,210975,
1433272719355,425631,view,458129,
1433273033166,196128,view,321577,
1433272543460,1308148,view,30633,
1433270309636,286616,view,205139,
1433261291455,1407340,view,122425,
1433257861214,836044,view,29741,
1433262351314,1296963,view,150700,
1433261513081,1070059,view,273826,
1433258486639,691766,view,8611,
1433299786078,279627,view,281270,
1433300575364,118196,view,316714,
1433299614270,503267,view,212109,
1433301789924,974041,view,185303,
1433301818021,1167652,view,47906,
1433285001654,609821,view,305016,
1433287025513,1251038,view,50534,
1433287741314,163561,view,312728,
1433285604829,213145,view,99013,
1433286564250,118993,view,147836,
1433285009211,137486,view,432633,
1433287761760,339171,view,242389,
1433309073106,357494,view,29100,
1433309148435,510698,view,242548,
1433307460056,250088,view,398849,
1433306231389,850664,view,135039,
1433303500712,1256828,view,463481,
1433232437015,457187,view,344574,
1433225545924,875908,view,457843,
1433228725765,457187,view,300118,
1433246469835,145291,view,115525,
1433283858445,668282,view,48747,
1433281285115,924600,view,312728,
1433283654333,286616,view,465058,
1433281624853,281146,view,420033,
1433283025752,84327,view,264774,
1433284181852,198722,view,496,
1433281472081,417915,view,105954,
1433283757693,492880,view,99610,
1433284800881,542755,view,69533,
1433284323000,163561,view,52539,
1433283767204,121322,view,86532,
1433283769517,1342284,view,6002,
1433263443997,286616,view,268586,
1433264762979,286616,view,97932,
1433263255074,138131,view,455938,
1433265251417,1379295,view,77344,
1433264682262,805204,view,281480,
1433263984778,1342284,view,103186,
1433263256975,1299854,view,130113,
1433265636014,805204,view,281480,
1433267772373,1313381,view,210975,
1433267641692,652579,view,385678,
1433268120524,167489,view,374554,
1433267874745,85734,view,205139,
1433269036045,1025876,view,375021,
1433268076465,614908,view,331989,
1433298838680,230468,view,72118,
1433294358676,1138250,view,440646,
1433294763384,142475,view,60063,
1433294317472,1404435,view,268586,
1433270389410,320198,view,20710,
1433271717697,808744,view,410415,
1433273324553,196128,view,321577,
1433270757787,813904,view,391472,
1433272205932,365058,view,93073,
1433272060916,673572,view,387652,
